Guest_ID,Name,Frequent_Traveler,Date_Birth,Type,Flight_Class,Points,Room,Check-in/Check-out,F&B,Location,Wifi,Entertainment,Gym,Spa,Staff,Pool,Baggage_Handling,Reception,Cleanliness,Online_Booking,Deposit_Kept,Time_Room_Service,Repeater
18347,Mr. Evan Rutherford,1," August 5, 1980",Personal Travel,Eco,3332,0,2,0,3,4,0,4,4,3,5,3,1,3,4,0,0,1
18090,Mrs. Michelle Smith,0," April 25, 1982",Business travel,Business,1792,1,1,1,2,1,1,1,1,5,2,5,3,5,1,0,0,0
14397,Mr. Piers Vaughan,1," July 14, 1998",Business travel,Business,3465,1,1,1,1,4,4,4,4,3,3,4,3,5,4,0,0,1
22101,Mrs. Megan Greene,1," September 19, 1969",Business travel,Business,391,0,0,0,1,4,4,5,2,2,2,2,5,2,5,0,0,1
16923,Mrs. Sarah Black,1," January 19, 1989",Business travel,Business,1972,4,4,4,4,5,5,5,5,4,2,3,5,4,5,0,0,1
20888,Mr. Colin Lee,1," March 20, 1977",Business travel,Business,2665,1,1,1,1,2,5,1,4,4,5,4,2,4,2,3,0,1
19451,Mr. Thomas Mills,1," February 18, 1987",Business travel,Eco Plus,1505,4,2,2,2,4,4,4,4,1,4,4,2,2,4,20,2.4,1
16064,Mrs. Dorothy Ogden,1," May 18, 1951",Personal Travel,Eco,551,1,1,1,1,3,4,2,5,5,5,5,1,5,1,14,0.3,1
14378,Mrs. Virginia Quinn,1," October 11, 1961",Personal Travel,Eco,1052,2,2,2,2,5,5,5,4,4,4,4,5,4,4,0,0,1
17275,Mr. Paul Johnston,1," August 16, 1967",Personal Travel,Eco,2004,3,4,3,2,5,3,4,5,5,5,4,5,4,5,0,0,0
16751,Mr. Warren Ferguson,1," September 12, 1999",Personal Travel,Eco,2292,1,5,0,3,4,0,4,4,2,4,3,2,5,4,0,0.2,0
14364,Mr. Jake Nash,1," January 5, 1977",Personal Travel,Eco,2203,4,5,4,3,3,4,3,3,4,5,5,4,4,3,0,0,1
22735,Mr. Julian Scott,1," July 23, 1968",Business travel,Business,2857,2,2,2,2,4,5,5,4,4,4,4,5,4,5,0,0,1
21325,Mrs. Alexandra Wilson,0," July 16, 1986",Business travel,Eco,1586,3,5,3,4,4,3,4,4,2,4,2,1,2,4,0,0,0
12647,Mr. Ian Abraham,1," October 4, 1992",Business travel,Business,1493,4,4,4,4,5,5,5,5,4,2,2,2,3,5,0,0,1
11923,Mr. Trevor Bailey,1," April 22, 1980",Business travel,Business,1475,5,5,5,5,3,4,4,2,2,2,2,5,2,5,7,0,1
20287,Mrs. Vanessa Ince,1," May 19, 1952",Personal Travel,Eco Plus,690,5,5,5,5,4,4,4,4,5,5,4,4,4,4,11,0,1
14250,Mr. Jonathan Lewis,0," January 11, 1994",Business travel,Business,2603,4,4,4,3,2,4,2,2,5,4,4,3,4,2,0,0,1
14198,Mr. Gordon Paige,1," October 8, 1972",Business travel,Eco,1443,2,4,4,4,2,2,2,2,4,1,3,2,3,2,0,0,0
13481,Mrs. Julia Burgess,1," September 14, 1982",Business travel,Business,491,3,4,3,3,3,4,4,5,5,5,5,3,5,5,1,0,1
16053,Mr. Phil Ball,0," March 10, 1991",Business travel,Business,1785,2,2,2,4,3,2,3,3,4,3,4,5,4,3,81,6.1,0
20107,Mr. Steven Johnston,1," June 7, 1955",Personal Travel,Eco,2099,3,1,3,2,5,3,5,5,3,4,3,2,3,5,23,3.3,0
17564,Mr. Julian Bailey,1," September 29, 1977",Business travel,Eco,1439,3,3,3,3,3,3,3,3,4,3,3,1,3,3,1,0,0
15719,Miss Amy North,0," January 27, 2002",Business travel,Eco,1701,1,4,1,1,4,1,4,4,5,3,5,4,4,4,0,0,0
10700,Miss Deirdre Lyman,1," July 8, 2014",Personal Travel,Eco,1565,4,4,4,4,5,4,4,4,4,4,4,3,4,4,35,3.2,1
22458,Mr. Dan Simpson,1," January 15, 1976",Business travel,Business,1936,2,2,2,2,2,3,5,5,5,5,5,4,5,3,0,0,1
17479,Mr. Thomas Davidson,1," April 8, 1970",Business travel,Business,3008,3,3,3,3,5,5,4,4,4,4,4,3,4,4,3,0,1
19010,Mr. Leonard Allan,1," January 29, 2003",Business travel,Business,3269,2,2,2,2,4,4,4,4,5,2,4,3,5,4,0,0,1
22675,Mrs. Grace Paige,1," March 15, 1995",Business travel,Business,2926,4,4,4,4,4,4,4,4,4,3,4,5,4,4,2,0,1
14168,Mr. Joseph Metcalfe,1," March 4, 1971",Personal Travel,Eco,2951,4,3,4,3,2,4,2,2,2,4,3,1,3,2,0,0,0
22992,Mr. Blake Buckland,0," October 4, 2000",Business travel,Eco,2368,5,5,5,1,4,5,4,4,4,3,4,3,5,4,0,0,1
18278,Miss Olivia Gill,1," September 25, 2005",Personal Travel,Eco,2964,0,4,0,1,4,3,5,1,1,0,1,1,1,5,1,0,1
22055,Mr. Tim Brown,0," January 13, 1988",Business travel,Eco,2251,2,2,2,4,1,2,1,1,4,2,5,1,5,1,0,0,0
10430,Miss Rose Walker,0," April 20, 2005",Business travel,Eco,2357,1,1,1,3,1,1,2,1,3,1,4,4,4,1,5,2.8,0
12043,Mr. Liam Rutherford,1," October 7, 2000",Business travel,Eco,2576,3,2,2,2,3,3,4,3,4,5,4,4,4,3,0,0,0
13493,Miss Audrey North,0," August 26, 2001",Business travel,Eco,2202,2,2,2,2,3,2,2,3,3,3,1,1,2,3,15,0.8,0
12169,Mr. Connor Terry,1," July 16, 1977",Personal Travel,Eco,3798,3,4,3,4,2,3,4,2,4,3,5,5,5,2,0,0,0
22433,Mr. Benjamin Mills,1," January 30, 1951",Personal Travel,Eco,1418,3,2,3,3,3,3,3,3,4,1,3,3,3,3,0,0,0
13361,Mrs. Yvonne Blake,0," September 17, 1963",Business travel,Eco,1528,2,1,2,3,3,2,1,3,2,2,4,2,4,3,0,2.5,0
20073,Miss Sarah Hughes,1," June 25, 1963",Personal Travel,Eco,267,4,4,4,4,5,1,3,3,3,4,4,2,3,1,0,1,0
12317,Mrs. Lillian Short,0," March 11, 1986",Business travel,Business,2569,2,2,2,4,4,2,4,4,5,4,4,5,4,4,0,0,0
11157,Mrs. Natalie Randall,1," April 13, 1953",Personal Travel,Eco,429,4,5,4,2,2,5,5,5,5,4,5,2,5,5,0,0,0
20908,Mr. Alan Walker,1," August 10, 1963",Business travel,Business,273,2,2,2,2,5,4,3,4,4,4,4,3,4,2,0,0,1
14076,Mrs. Amanda Lyman,1," July 13, 1974",Business travel,Business,3524,4,4,4,4,1,3,1,4,4,4,4,3,4,2,9,2.2,1
16163,Mrs. Nicola Mackenzie,1," February 28, 1995",Business travel,Business,3805,4,4,4,4,2,2,2,2,3,3,4,4,5,2,13,0,1
22778,Mrs. Emily Butler,1," August 10, 1996",Business travel,Business,2164,2,2,2,2,5,5,5,5,2,4,5,1,4,5,0,2.6,1
21651,Miss Anna Ball,1," May 7, 1967",Business travel,Eco Plus,628,4,2,1,2,3,1,3,4,4,4,4,2,4,4,10,0.7,1
21789,Mrs. Jan Nolan,0," August 3, 1996",Business travel,Eco,1597,3,2,3,4,1,3,1,1,2,5,4,3,4,1,48,5.2,0
15894,Mrs. Zoe Dickens,1," January 8, 1949",Business travel,Business,650,4,3,3,3,4,4,3,4,4,4,4,4,4,4,1,0.2,0
12811,Miss Grace Powell,1," June 24, 1992",Personal Travel,Eco,2530,5,5,2,5,5,1,2,5,5,5,3,3,5,3,0,0.3,1
12520,Mr. Adam Peake,1," July 28, 1995",Business travel,Business,3424,3,3,3,3,5,5,5,5,5,4,4,5,5,5,0,0,1
20133,Mrs. Grace Brown,1," February 19, 1968",Personal Travel,Eco,301,4,4,4,3,1,3,3,2,2,4,2,2,2,1,0,0,1
13271,Mr. Piers Marshall,0," July 23, 1998",Business travel,Eco,2134,1,0,0,3,0,3,3,5,3,5,3,3,1,3,61,14.8,0
15884,Mr. Piers Wright,1," June 14, 1963",Personal Travel,Eco,1587,3,4,4,3,5,4,5,5,4,2,5,5,5,5,0,0.7,0
14006,Mrs. Rose Roberts,1," September 5, 1985",Business travel,Eco,1047,4,3,3,3,4,4,4,4,1,5,2,2,4,4,0,0,1
11732,Mr. Neil Sanderson,1," August 8, 1981",Business travel,Business,1044,1,1,1,1,4,2,4,3,3,3,3,1,3,5,0,0,1
14146,Mr. Oliver Duncan,1," October 4, 2001",Personal Travel,Eco,1289,2,5,2,5,5,2,5,5,3,2,5,4,4,5,49,6.3,0
19523,Mr. Carl Johnston,1," June 13, 1995",Business travel,Business,4403,5,5,5,5,4,4,4,4,4,3,5,3,4,4,0,0.4,1
11405,Mrs. Dorothy McLean,1," June 13, 1968",Business travel,Business,1916,4,4,4,4,2,5,4,5,5,5,5,4,5,3,23,0.8,1
12265,Mrs. Grace Bower,1," July 18, 1966",Personal Travel,Eco,1182,3,3,3,3,5,5,5,5,5,5,5,5,5,3,0,0,1
20556,Mrs. Alison Hamilton,1," June 15, 1980",Business travel,Business,3830,2,2,2,2,5,5,5,5,5,4,4,5,4,5,0,0,1
17008,Mr. Trevor Robertson,1," August 11, 1972",Business travel,Business,2211,2,4,4,4,4,3,4,2,2,2,2,1,2,4,7,0,0
22542,Mrs. Ava Lyman,1," May 24, 1981",Business travel,Business,929,3,4,2,4,3,3,3,3,3,3,3,1,3,2,3,0.5,0
13702,Mrs. Faith Wilson,1," April 25, 1979",Business travel,Business,404,3,3,3,3,4,5,4,4,4,4,4,4,4,5,24,2.2,1
21102,Mrs. Katherine Kelly,1," March 16, 1970",Business travel,Business,1617,5,5,5,5,4,4,5,4,4,4,4,3,4,5,0,0,1
19482,Mrs. Wendy Gill,1," June 24, 1972",Business travel,Business,383,0,0,0,4,4,5,4,4,4,4,4,5,4,5,22,1.7,1
18300,Mrs. Anna Parr,1," August 31, 1974",Business travel,Business,399,2,2,2,2,4,4,4,4,4,4,4,5,4,4,19,1.2,1
21511,Mrs. Amanda Paige,1," June 21, 1980",Business travel,Business,703,3,3,3,3,1,2,1,4,4,4,4,3,4,4,0,0,1
15652,Miss Rose Davies,1," July 20, 2010",Personal Travel,Eco,3516,4,3,4,4,2,4,2,2,4,3,4,1,3,2,11,0,1
11993,Miss Amelia Lyman,1," January 11, 1999",Business travel,Business,3115,3,3,3,3,4,4,4,4,3,3,2,2,2,4,20,3.3,1
21342,Mr. Jack Ince,1," October 3, 1969",Business travel,Business,1755,2,2,2,2,3,5,4,5,5,5,5,5,5,5,0,0,1
16529,Miss Amelia Ellison,0," January 3, 1983",Business travel,Business,2408,4,4,4,2,4,4,4,4,4,2,4,3,5,4,0,1.2,1
11623,Mrs. Elizabeth Hardacre,1," February 21, 1982",Business travel,Business,1439,4,1,4,4,3,5,4,5,5,5,5,4,5,5,19,2.4,1
14467,Mr. Paul Payne,1," July 27, 2014",Personal Travel,Eco Plus,1518,3,4,2,3,3,2,3,3,4,4,4,3,4,3,25,2.1,0
13127,Mrs. Pippa Dickens,1," April 5, 1961",Business travel,Business,2176,1,5,5,5,1,3,2,1,1,1,1,3,1,1,0,0,0
15663,Mr. Tim Sanderson,1," March 3, 1997",Personal Travel,Eco,2980,2,5,2,2,4,2,4,4,5,3,1,3,2,4,4,0,0
16068,Miss Caroline Young,0," August 22, 1993",Business travel,Eco,2232,3,2,3,3,5,3,5,5,4,5,3,4,2,5,0,0,0
21273,Mr. Andrew Martin,0," March 22, 2002",Business travel,Eco Plus,1025,4,2,4,4,2,4,2,2,4,5,3,3,4,2,21,1,0
13314,Miss Alison Quinn,0," April 8, 2000",Business travel,Eco,1647,1,1,1,4,1,4,1,3,4,3,4,1,3,1,64,7.1,0
22720,Mr. David Clark,1," September 23, 1988",Business travel,Business,2999,2,3,3,3,2,2,2,2,1,2,4,3,4,2,3,1.9,0
12595,Mrs. Katherine Nash,1," June 7, 1966",Personal Travel,Eco,1785,5,5,5,2,5,4,4,1,1,5,4,5,1,4,33,0.3,1
20039,Mrs. Elizabeth Gibson,0," July 13, 1969",Business travel,Business,1594,1,1,1,3,2,1,2,2,5,3,4,4,5,2,58,4.3,0
10906,Mr. Boris Davies,1," March 10, 1965",Personal Travel,Eco,2225,4,2,4,4,4,4,4,4,1,2,3,4,4,4,1,0.2,0
17826,Mrs. Victoria Brown,1," September 3, 1951",Personal Travel,Business,307,1,1,1,1,2,4,5,4,4,5,5,3,4,3,20,3.1,1
22573,Mr. John Coleman,0," June 8, 1998",Business travel,Eco,1539,4,4,4,4,4,4,4,4,5,3,4,5,4,4,0,0,1
20630,Mr. Andrew Scott,1," February 15, 1968",Personal Travel,Eco,1944,3,4,3,4,1,3,1,1,3,4,4,4,4,1,1,0,0
10433,Mrs. Tracey Mackay,1," February 23, 1983",Business travel,Eco,3351,3,1,1,1,3,3,3,3,4,5,1,3,2,3,0,1.8,0
12332,Mrs. Katherine Bailey,0," August 15, 1986",Business travel,Eco,1602,2,0,2,4,2,2,2,2,3,5,1,1,2,2,0,0,0
17296,Mr. Warren Newman,1," March 18, 1979",Personal Travel,Eco,2162,3,3,3,4,2,3,2,2,2,2,5,2,2,2,26,2.3,0
13209,Mr. Ian Ogden,1," January 26, 1981",Business travel,Business,2250,5,5,5,5,4,4,5,4,4,4,4,5,4,3,15,5,1
22780,Mr. Austin Smith,1," January 30, 1997",Business travel,Business,3139,2,1,1,1,2,2,2,2,1,4,2,3,1,2,0,0,0
14747,Mrs. Zoe Sutherland,1," March 5, 1952",Personal Travel,Eco,1581,4,4,4,4,3,3,3,3,3,3,5,4,5,3,1,2.6,1
20023,Mr. Jonathan Randall,1," February 7, 2011",Personal Travel,Eco,1344,2,4,2,1,3,2,3,3,4,4,1,3,3,3,110,11.5,0
22919,Mr. David Rampling,1," March 11, 1987",Personal Travel,Eco,1517,3,5,3,1,2,3,2,2,5,3,4,4,2,2,0,0.8,0
21185,Miss Emily MacDonald,1," March 25, 1994",Personal Travel,Eco,1553,4,4,4,5,1,4,2,1,5,3,4,4,4,1,0,0,1
12502,Mrs. Natalie Taylor,1," May 22, 1973",Business travel,Business,393,1,1,1,1,2,4,5,4,4,5,4,5,4,4,0,0,1
20167,Mrs. Irene Clarkson,1," September 22, 1958",Business travel,Eco,490,4,1,1,1,3,3,4,4,4,4,4,4,4,5,0,0,1
14012,Mr. Charles Fisher,1," October 9, 1990",Business travel,Business,3984,2,3,3,3,2,2,2,2,1,4,4,4,4,2,0,0,0
16526,Miss Emily Johnston,0," March 13, 1996",Business travel,Business,1382,1,0,2,3,2,2,2,2,5,4,5,5,4,2,0,0,0
15971,Mrs. Rebecca Henderson,1,,Business travel,Business,2970,2,2,2,2,5,5,5,5,2,1,3,2,4,5,0,0,1
20225,Mrs. Andrea Howard,1," May 25, 1943",Business travel,Business,337,3,1,2,1,1,1,1,3,3,3,3,2,3,4,33,4.6,0
18884,Mr. Neil Avery,1," October 8, 1954",Personal Travel,Eco Plus,2854,2,5,2,1,2,1,1,5,3,4,5,1,3,1,423,40,0
12724,Mr. Sebastian Sharp,1," April 2, 1967",Business travel,Business,2799,2,2,5,2,3,4,4,2,2,2,2,3,2,4,0,0.1,1
12180,Mr. James North,0," July 13, 1979",Business travel,Eco Plus,1891,4,4,4,4,2,4,2,2,5,3,1,4,1,2,0,0,0
13446,Mr. Nicholas Hill,1," May 14, 1966",Personal Travel,Eco,1855,3,0,3,4,4,3,4,4,4,2,1,5,1,4,0,0,0
15908,Mr. Justin Jackson,1," June 13, 1972",Personal Travel,Eco,3285,1,3,0,3,3,0,2,3,2,3,3,4,4,3,0,0,0
19600,Mrs. Anna Burgess,1," May 12, 1953",Business travel,Eco,1072,5,2,2,2,3,1,3,5,5,5,5,1,5,5,0,0,1
10956,Miss Rachel Payne,1," February 10, 1998",Personal Travel,Eco,1805,2,2,2,2,2,4,5,4,4,4,4,4,4,3,0,0.8,1
13648,Mr. Alan Mathis,1," January 10, 1961",Business travel,Business,586,2,2,2,2,4,1,2,5,5,5,5,3,5,4,0,0,1
10088,Mrs. Leah Rampling,1," February 10, 1974",Business travel,Business,844,5,5,5,5,5,5,4,5,5,5,5,5,5,4,0,0,1
16967,Mrs. Grace Davidson,1," September 14, 1993",Personal Travel,Eco,2010,4,4,3,4,3,3,3,3,2,1,1,1,2,3,0,0,1
20106,Miss Zoe Fraser,1," July 24, 1996",Business travel,Business,2694,3,2,2,2,3,3,3,3,1,1,3,2,3,3,3,0.7,0
15509,Mrs. Vanessa Arnold,0," August 22, 1997",Business travel,Eco,1998,4,3,4,3,4,4,4,2,3,3,3,4,2,4,172,18.9,0
12004,Miss Virginia Cameron,1," September 1, 1984",Business travel,Eco Plus,1085,4,5,5,5,4,4,4,4,2,2,1,5,1,4,0,0,1
20152,Mr. Piers Davidson,1," January 2, 2003",Business travel,Eco,2318,2,1,1,1,2,2,2,2,4,1,4,4,4,2,0,0.7,0
12335,Mr. Adam Reid,0," October 8, 2000",Business travel,Business,2379,4,0,4,2,5,4,5,5,5,3,4,4,4,5,0,0.3,1
22382,Mrs. Anna Graham,0," May 19, 1994",Business travel,Business,1572,1,1,1,4,1,1,1,1,5,2,5,3,4,1,0,0,0
16506,Mrs. Theresa Berry,1,,Business travel,Business,4031,1,1,2,2,2,1,1,2,3,3,4,1,4,1,44,6.8,0
18502,Miss Emily Clarkson,1," June 1, 2009",Personal Travel,Eco,2064,2,3,3,3,2,2,5,2,2,2,2,3,2,2,10,0.7,1
12856,Mr. Stephen Tucker,1," August 22, 1978",Business travel,Business,1611,3,3,3,3,5,4,4,5,5,5,5,4,5,3,0,0,1
15861,Mrs. Sally Abraham,1," February 26, 1953",Business travel,Eco,423,3,4,4,4,4,2,3,3,3,3,3,1,3,1,1,1.9,0
21421,Mrs. Claire MacLeod,1," May 10, 1987",Personal Travel,Eco,2078,2,4,4,4,2,3,2,2,1,5,4,3,2,2,0,0,1
19681,Mr. Liam Lambert,1," April 12, 1987",Personal Travel,Eco,2596,1,2,1,3,4,1,4,4,1,4,3,2,3,4,1,0,0
15680,Mr. Brian Randall,1," September 18, 2014",Personal Travel,Eco,1809,3,4,3,2,3,3,3,3,5,3,5,3,5,3,2,0,0
17884,Mrs. Theresa Coleman,1," May 26, 1979",Business travel,Eco,406,4,2,2,2,5,4,2,4,4,4,4,5,4,5,7,4.6,1
10771,Mr. Dan Peake,0," July 25, 1967",Business travel,Eco,2418,2,2,2,3,1,2,1,1,4,4,4,2,3,1,0,0,0
17314,Mr. Keith Oliver,1," August 27, 1960",Personal Travel,Eco,2695,1,2,2,3,2,2,3,2,2,2,3,3,4,2,0,0,0
17754,Mr. Simon Russell,0,,Business travel,Eco,3295,2,2,2,4,2,4,4,3,1,3,3,4,3,4,0,2.3,0
11703,Mrs. Madeleine Baker,0," July 31, 1992",Business travel,Business,1975,3,3,3,5,2,3,2,2,3,5,4,5,4,2,0,0,0
20974,Mr. Liam Tucker,1," September 13, 2005",Business travel,Business,4627,1,1,1,1,4,4,4,4,3,2,1,2,4,4,0,0,1
18634,Mr. Trevor Greene,1," August 4, 1998",Personal Travel,Eco,2216,3,5,3,4,4,3,2,4,5,2,5,5,5,4,0,0,0
14495,Mrs. Emma Hart,1," January 16, 1961",Business travel,Business,357,3,3,3,3,1,3,4,3,3,3,3,1,3,3,0,0,0
13448,Mr. Isaac Gibson,0," March 4, 1993",Business travel,Business,2013,4,3,3,2,2,3,2,2,3,5,5,5,4,2,0,0.2,1
21083,Mrs. Donna Dickens,1," April 22, 1955",Personal Travel,Eco,234,5,5,3,5,5,3,2,5,5,5,5,3,5,1,0,0,1
14166,Mrs. Wendy Watson,1," March 7, 1963",Business travel,Business,1693,3,3,3,3,2,4,5,5,5,5,5,5,5,3,0,0,1
15248,Miss Jessica Lawrence,1," July 3, 1956",Personal Travel,Eco,748,0,5,0,3,2,5,4,4,4,4,4,5,4,4,0,0.4,1
11953,Mr. Sean Oliver,1," July 6, 2010",Personal Travel,Eco,4089,3,4,3,3,3,3,3,3,2,4,5,5,5,3,37,3.2,0
14709,Mr. Richard Edmunds,1," July 17, 1972",Personal Travel,Eco,2060,2,4,2,3,4,2,4,4,3,4,4,4,4,4,119,11.1,0
19684,Miss Ella Jones,1," February 22, 2001",Personal Travel,Eco,1845,2,2,2,2,5,4,4,2,2,2,2,3,2,4,0,0,1
14040,Mr. Jack Black,1," October 8, 1994",Business travel,Business,4092,3,3,3,3,4,4,4,4,4,5,5,3,4,4,0,0,1
16276,Mr. Julian Buckland,1," September 29, 1958",Personal Travel,Eco,1822,2,5,2,2,5,2,5,5,4,5,4,3,5,5,1,0.7,0
17839,Mrs. Deirdre Ince,0," June 24, 1984",Business travel,Eco Plus,2118,2,2,2,4,5,2,5,5,4,1,4,2,4,5,0,0,0
18363,Mr. Trevor Morgan,1," September 24, 1967",Business travel,Eco,3663,2,2,2,2,2,2,2,2,3,3,4,1,4,2,6,1.2,0
15667,Mr. Jonathan Lyman,0,,Business travel,Eco,2534,5,5,5,2,4,5,4,4,5,4,3,5,4,4,48,4.2,1
15853,Mr. Paul Ferguson,1," January 31, 1985",Personal Travel,Eco,1419,2,5,4,4,5,4,5,5,4,3,4,3,5,5,0,0,0
11878,Mr. Dominic Lewis,1," March 3, 1976",Business travel,Business,1870,1,1,1,1,5,4,4,4,4,5,4,4,4,4,5,0,1
11178,Mrs. Karen Newman,1," May 3, 1951",Business travel,Business,304,4,5,4,5,3,4,3,4,4,4,4,4,4,4,80,7.2,0
18435,Mrs. Yvonne McDonald,1," August 18, 1970",Business travel,Business,690,4,4,4,4,5,5,4,4,4,5,4,4,4,4,2,0.7,1
12022,Mr. Adam Mackenzie,1," August 3, 1952",Personal Travel,Eco,1610,2,4,2,3,1,2,5,1,3,5,5,4,5,1,0,0,0
16593,Mr. Joshua Murray,1," February 7, 1961",Business travel,Business,1693,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0,1
10443,Mrs. Joanne Wilson,1," January 2, 1983",Personal Travel,Eco,3140,2,2,2,2,4,1,2,5,5,5,5,4,5,4,1,0,1
20221,Mrs. Yvonne Paterson,1," June 15, 1974",Business travel,Business,2655,4,4,5,4,3,5,5,4,4,4,4,5,4,3,7,0.5,1
19695,Mr. Lucas Gill,1," September 24, 1971",Personal Travel,Eco,1922,3,4,3,3,5,3,5,5,5,2,4,5,5,5,25,1.2,0
13490,Mr. Paul Nolan,0," July 16, 1975",Business travel,Business,2270,4,4,4,3,3,4,3,3,4,4,4,5,5,3,0,0.8,1
17001,Mr. Eric Davies,1," July 3, 1969",Personal Travel,Eco,1552,1,4,1,3,2,1,2,2,5,3,4,5,5,2,0,0,0
18805,Mr. Benjamin Rutherford,1," March 2, 1982",Business travel,Business,2717,2,2,2,2,5,5,5,4,4,4,4,3,4,5,0,0,1
18976,Miss Rebecca MacLeod,0," August 13, 2001",Business travel,Eco,3015,2,2,2,4,2,2,2,2,1,1,3,3,4,2,10,1.3,0
19884,Mr. Dylan Mackenzie,1," January 21, 1970",Business travel,Business,354,2,2,2,2,5,4,5,4,4,4,4,4,4,3,19,1.5,1
10272,Mrs. Claire Oliver,0," September 3, 1965",Business travel,Eco,1410,3,0,3,3,2,3,2,2,2,3,1,3,1,2,1,0.3,0
14572,Miss Amy Ince,0," August 14, 1997",Business travel,Business,2453,3,3,3,3,2,3,2,2,3,4,3,1,3,2,1,0.3,0
16697,Mr. Gordon Black,1," September 5, 1987",Business travel,Business,2766,4,1,4,4,3,1,5,3,3,3,3,2,3,5,0,1.3,1
14465,Mrs. Joan Underwood,1," May 4, 1985",Personal Travel,Eco Plus,1912,4,4,4,4,4,4,5,2,2,2,2,5,2,5,0,0,1
21644,Mrs. Amy Young,1," May 5, 1953",Personal Travel,Eco,394,5,4,5,1,2,4,4,4,4,5,4,3,4,3,0,0.4,1
20431,Mr. Steven Churchill,0," January 11, 1984",Business travel,Business,1737,3,3,3,2,2,3,2,2,3,3,4,5,5,2,0,0,0
16493,Miss Grace Lambert,1," August 1, 2012",Personal Travel,Eco Plus,2663,4,4,4,4,3,4,5,3,3,3,3,5,3,3,0,0,1
21932,Mrs. Virginia Ferguson,1," August 29, 1950",Business travel,Eco,367,3,4,4,4,3,3,2,3,3,3,3,1,3,3,0,0,0
19820,Mr. Jacob Mackay,1," August 24, 1953",Business travel,Eco,1959,3,5,5,5,3,3,3,3,4,2,4,2,4,3,1,0,0
21049,Mrs. Amanda Gibson,1," September 5, 1981",Business travel,Business,521,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,0,1
12566,Mr. Steven Allan,1," April 10, 1957",Business travel,Eco,2411,3,3,3,3,3,3,3,3,2,2,3,3,3,3,9,3.7,0
17738,Miss Carolyn Rutherford,1," June 8, 1986",Business travel,Eco,2125,5,1,1,1,5,5,5,5,4,5,2,2,3,5,0,0.3,1
12496,Miss Anne Bailey,1," August 22, 1997",Personal Travel,Eco,2825,5,5,4,5,5,5,5,5,3,2,1,1,2,5,0,0,1
21262,Mr. Leonard Gill,1," September 26, 2012",Personal Travel,Eco,2933,4,5,4,5,2,4,2,2,3,3,3,3,5,2,8,2.8,0
17239,Mrs. Kylie Ince,0," July 6, 1987",Business travel,Eco,1536,1,4,2,3,2,2,2,2,2,3,4,1,4,2,37,3.9,0
11487,Mr. Simon Paige,1," April 8, 1973",Personal Travel,Eco,3336,5,4,5,4,1,5,1,1,4,5,2,3,3,1,0,0,1
13434,Mr. Evan Vaughan,1," August 21, 1978",Personal Travel,Eco,2255,2,4,1,3,4,1,4,4,4,5,4,5,5,4,0,0,0
22660,Mrs. Jessica Peters,1," September 6, 1962",Business travel,Business,2894,5,5,5,5,3,5,4,5,5,5,5,5,5,3,0,0.1,1
18887,Mr. Alan Lee,1," June 10, 1975",Business travel,Eco,2652,3,1,1,1,3,3,3,3,2,5,5,1,2,3,0,0,1
10100,Miss Victoria Gibson,1," May 4, 1994",Personal Travel,Eco Plus,1834,3,3,3,3,2,4,5,5,5,5,5,3,5,4,23,1.2,1
17736,Mrs. Ruth Paterson,0," February 13, 1996",Business travel,Eco,2456,3,4,4,4,4,4,4,4,4,3,4,2,4,4,0,0.7,0
18702,Mrs. Sonia Bond,1," January 27, 1980",Business travel,Business,2214,3,3,3,3,5,5,4,4,4,4,4,5,4,3,0,0,1
21260,Mr. Trevor Ross,1," March 26, 1979",Business travel,Eco,1587,3,2,2,2,3,3,3,3,1,4,2,2,3,3,0,1.4,0
21645,Miss Ella Grant,1," July 27, 1992",Business travel,Business,2124,1,1,2,1,5,5,5,5,5,5,5,3,4,5,9,0.5,1
14562,Miss Nicola McLean,0," September 18, 2004",Business travel,Eco,1690,3,0,3,2,1,3,1,1,3,3,5,1,1,1,0,0,0
11944,Mrs. Alexandra Rees,0," September 12, 1982",Business travel,Eco Plus,1432,4,4,4,4,1,4,1,1,5,1,5,4,3,1,0,0,1
10830,Mrs. Claire Martin,1," February 2, 1973",Business travel,Business,1011,2,2,3,2,2,4,5,3,3,3,3,3,3,5,0,0,1
21744,Mr. Brian Reid,1," July 29, 1986",Personal Travel,Eco,1292,3,2,3,4,3,3,3,3,3,3,3,2,4,3,0,0,0
15988,Mrs. Jessica Morgan,1," October 2, 1969",Personal Travel,Eco Plus,493,2,2,2,2,4,4,4,4,1,5,3,4,1,4,1,0,1
18061,Mrs. Lisa Oliver,0," May 19, 1993",Business travel,Business,2633,1,1,1,4,2,1,2,2,3,5,4,5,5,2,13,0,0
20411,Mrs. Carol Hodges,1," July 31, 1957",Personal Travel,Eco,587,0,4,0,1,3,5,4,1,1,0,1,5,1,3,4,0,1
11338,Mrs. Lisa Fisher,0," September 14, 1981",Business travel,Business,1878,4,4,4,3,3,4,3,3,4,5,5,5,4,3,0,0,1
21124,Mr. Leonard Mathis,1," June 17, 2003",Personal Travel,Business,2457,3,2,3,3,2,3,2,2,4,2,3,1,4,2,16,0.9,0
